Tweet,Label
An image has been shared hundreds of times in multiple Facebook posts in August 2Unreliable2Unreliable which claim it shows,Unreliable
Chinese tourists allowed to go out of the Auckland bubble,Unreliable
The posts were shared after New Zealand s government reimposed a coronavirus lockdown on the city of Auckland after it recorded the country s first local transmissions of COVID Reliable9 in more than ReliableUnreliableUnreliable days,Unreliable
Video of an elderly woman struggling to breathe lying over what seems to be a plastic bag,Unreliable
According to the post she was inside a bag at a hospital morgue and was rescued by her relatives,Unreliable
Increased testing isn t the reason for the surge in coronavirus cases Donald Trump s failed leadership is,Unreliable
The novel coronavirus was,Unreliable
Ministry of Home Affairs in India has directed people to not post anything related to coronavirus,Unreliable
Donald Trump promised to bring back jobs but his policies crushed the manufacturing sector and that was true even before COVID Reliable9,Unreliable
I ll revitalize American manufacturing and innovation and create millions of good paying jobs so we can build back better,Unreliable
Chinese scientists says COVID Reliable9 coronavirus could have originated from a government laboratory,Unreliable
Which predicted in fiction novel in Reliable98Reliable mystery,Unreliable
coronavirus this is extremely scary and terrifying,Unreliable
Drone footage shows the empty streets of Wuhan China under its CoronaVirus quarantine,Unreliable
A video of a coronavirus suspect found in Hazipur Bihar India prison,Unreliable
The government raided The Medical City and other private hospitals taking away their personal protective equipment PPE,Unreliable
Please share this video Neem leaves powder can cure corona within hours please share this video allah had blessed us with the corona vaccine,Unreliable
DPS School charging 35Unreliable for these face masks from Students,Unreliable
While in market its selling only 2Unreliable to 3Unreliable Rupees very unfortunate they should distribute these masks for students free of cost,Unreliable
And should not charge them during this pandamic,Unreliable
The flu didn t kill any Americans this year,Unreliable
IMPORTANT INFO FOR SURGICAL MASK USERS,Unreliable
White side facing outwards if you want to protect yourself,Unreliable
If you have flu blue or green side facing outwards to prevent the germs from spreading outwards,Unreliable
Says FEMA is giving essential workers Reliable UnreliableUnreliableUnreliable,Unreliable
Russia released 5UnreliableUnreliable lions to ensure people would stay inside houses,Unreliable
In New York every contaminated corpse belongs to the state and will be incinerated without any wakes or memorial services to pay your last respects,Unreliable
Top Georgian health official Gamkrelidze said the COVID Reliable9 vaccine will be available in Georgia in several weeks,Unreliable
Claim that supermarket workers are required to have a flu vaccination or face dismissal,Unreliable
Human resources department institutes epic ass covering measures in response to pandemic,Unreliable
Princess Cruises offers Navy tips on Coronavirus,Unreliable
Taking a bath with extremely hot water will prevent coronavirus,Unreliable
This False claim is a perfect example of how fatal fake news can be,Unreliable
Use MainBhiNewschecker and tell us some of the most fatal False claims that you came across and debunked,Unreliable
Golf courses are reopening in Ireland on 2nd May,Unreliable
An Italian doctor who worked at the Shenzhen hospital in China issued a series of instuctions for locating and treating the new coronavirus SARS CoV 2,Unreliable
This picture show the young pregnant doctor who died from COVID Reliable9 in Algeria,Unreliable
In Spain the police came to encourage doctors to work after they gave up and wanted to quit,Unreliable
Kamala Harris sister does take hydroxychloroquine,Unreliable
claimed coronavirus cases are going up only due to more testing,Unreliable
The number of tests across the country has increased but so has the positivity rate,Unreliable
because they are not trying to unseat a President in November,Unreliable
Claim that Sweden has refused to fight coronavirus,Unreliable
New nipah virus is deadlier than COVID Reliable9 according to WHO,Unreliable
There is a COVID Reliable9 case in Ethiopia,Unreliable
Says Tom Hanks has a volleyball to keep him company while he s quarantined,Unreliable
Burglars Suffer Corona Crash,Unreliable
criminals appeal crook burglars breakin,Unreliable
Gavin Newsom is vacationing in Stevensville MT,Unreliable
At John Lewis funeral Obama told a room full of people that rooms full of people is too dangerous so we must mail in vote,Unreliable
Picture of a hospital in Santo Andr Brazil,Unreliable
It says in the caption that despite the COVID Reliable9 crisis the hospital has no patients,Unreliable
Italy did not follow WHO protocol and did an autopsy on a corpse that died from COVID Reliable9 and realised that coronavirus is actually not a virus but a bacterium which gets amplified with 5G electromagnetic radiation that also produces inflammation and hypoxia and multiple other claims,Unreliable
Putin enters a meeting with his ministries wearing the full yellow suit used by quarantine doctors to protect themselves against catching COVID Reliable9,Unreliable
House and Senate Allocate 2 Billion to the Toilet Paper Industry and Chiquita Bananas,Unreliable
Images of a man dressed in a hospital gown who seems to run away jumping a wall of the building,Unreliable
According to the caption this man reported that he had gone to the health center to heal a wound in his hand when they assured him that he should be admitted for COVID Reliable9 and that when they were going to connect a ventilator he decided to jump from the second floor and escape,Unreliable
The workers who worked between the Reliable99Unreliable and 2Unreliable2Unreliable have the right to receive the benefit of Reliable2UnreliableUnreliableUnreliableUnreliable from Ministry of Labour and Employment,Unreliable
Check if your name is in the list of the people who have the rights to withdraw this benefits,Unreliable
Britain s Reliable2 point coronavirus plan,Unreliable
Miracle Prayer Cloths Linked to Covid Reliable9 Outbreak,Unreliable
FDA eases restrictions on gay blood donors unless they re hot,Unreliable
Republicans promise Americans theirs will be the good kind of Death Panels,Unreliable
CoronavirusUSA NotDying4WallStreet NewsInPhoto,Unreliable
The coronavirus disease is caused by a bacterium that in turn causes thrombosis,Unreliable
Moreover these bacteria get stronger under the influence of the 5G waves,Unreliable
PM Narendra Modi has spoken to the Chief Ministers of seven states to discuss COVID Reliable9 situation,Unreliable
With over 8UnreliableUnreliableUnreliable new infections reported in the last 24 hours,Unreliable
COVID Reliable9 tally has crossed the 3 lakh mark,Unreliable
Mama said just add limes Bobby Boucher says of Coronavirus,Unreliable
Americans Find Cornoavirus Best Warded Off by Lying on Couch and Watching a Lot of T V,Unreliable
Works at the Luque cemetery near paraguayan capital Asunci n are related to people who died from COVID Reliable9,Unreliable
An audio message lists five ways people can prevent the novel coronavirus,Unreliable
Ramnavmi celebrations in Akbarpur UP today,Unreliable
But we should only bash Tabligi Jamat of Nizamuddin Makraz,Unreliable
WhatsApp chain sent by a doctor at Vall d Hebron Hospital Barcelona about coronavirus,Unreliable
When it is about health Fact is more important than Friends advice,Unreliable
Here we are with another FactCheck about COVIDReliable9 cure,Unreliable
All hotels restaurants pubs etc will be closed till Reliable5th,Unreliable
Oct 2Unreliable2Unreliable as per tourism minister of India,Unreliable
